orcamento,lingua_original,titulo,popularidade,data_lancamento,faturamento,tempo,estado,rotulo,media_votos,contagem_votos
22000000,fr,Joyeux Noël,13.960945,2005-11-09,17709155,116,Released,France 1914. A moment of humanity that made history.,7.2,212
2000000,en,Hit & Run,16.668854,2012-08-22,14400000,100,Released,A Comedy That Never Takes Its Foot Off The Gas,5.5,224
0,en,Mad Money,6.847133,2008-01-17,0,104,Released,,5.9,140
22000000,en,Before I Go to Sleep,48.784734,2014-09-03,15447154,92,Released,Who do you trust?,6.2,659
22000000,en,Sorcerer,9.088209,1977-06-24,12000000,121,Released,WANTED. Four men willing to drive a cargo of death to escape a life in hell.,7.4,98
22000000,en,Stone,12.445176,2010-10-07,9479718,105,Released,Some People Tell Lies. Others Live Them.,5.2,192
0,fr,Molière,4.61335,2007-01-31,0,115,Released,,6.7,45
22000000,en,Out of the Furnace,29.230298,2013-12-06,15400000,116,Released,Sometimes your battles choose you.,6.5,720
25000000,en,Michael Clayton,18.961323,2007-09-28,92991835,119,Released,The truth can be adjusted,6.5,501
0,en,My Fellow Americans,2.809378,1996-12-20,0,101,Released,"A comedy about life, liberty and the pursuit of two ex-presidents.",6.3,46
21500000,en,Arlington Road,12.819447,1999-03-19,0,117,Released,Your Paranoia Is Real.,7.0,239
22000000,es,Metegol,14.866351,2013-07-18,24000000,106,Released,There's only one team this summer.,6.0,122
17000000,en,To Rome with Love,15.013386,2012-04-20,73244881,111,Released,,5.6,546
18000000,en,Firefox,8.700565,1982-06-13,70687344,136,Released,...the most devastating killing machine ever built... his job... steal it!,5.5,139
21000000,en,"South Park: Bigger, Longer & Uncut",27.197799,1999-06-30,0,81,Released,UH-OH.,7.1,893
9000000,en,Death at a Funeral,20.410354,2007-02-09,46,90,Released,From director Frank Oz comes the story of a family that puts the F U in funeral.,6.9,497
21000000,en,Teenage Mutant Ninja Turtles III,10.207065,1993-03-17,42000000,96,Released,The Turtles Are Back....In Time.,5.1,184
32000000,en,Hardball,5.683281,2001-09-14,40222729,106,Released,The most important thing in life is showing up,6.3,123
21000000,en,Silver Linings Playbook,63.599973,2012-09-08,205738714,122,Released,Watch For The Signs,6.9,4742
21000000,en,Freedom Writers,17.746981,2007-01-05,41170784,123,Released,Their story. Their world. Their future.,7.5,356
0,en,For Colored Girls,1.934524,2010-11-05,37000000,134,Released,Many voices. One poem.,7.0,22
21000000,en,The Transporter,34.433521,2002-10-02,43928932,92,Released,Rules are made to be broken.,6.6,1692
20000000,en,Never Back Down,26.21425,2008-03-04,41627431,115,Released,Win or lose... Everyone has their fight.,6.4,497
21000000,en,The Rage: Carrie 2,4.781538,1999-03-11,17762705,104,Released,Looks Can Kill,5.1,76
17000000,en,Away We Go,10.13559,2009-06-05,14899417,98,Released,,6.7,189
21000000,en,Swing Vote,5.815881,2008-08-01,17600000,120,Released,One ordinary guy is giving the candidates a reason to run.,5.8,65
21000000,en,Moonlight Mile,8.982335,2002-09-09,10011050,117,Released,,6.5,52
30000000,en,Tinker Tailor Soldier Spy,33.649652,2011-09-16,0,127,Released,How do you find an enemy who is hidden right before your eyes?,6.6,840
0,en,Molly,2.636193,1999-10-22,0,102,Released,Innocence is bliss. See the world through her.,5.5,14
21000000,en,The Beaver,13.847872,2011-02-11,970816,91,Released,He's here to save Walter's life.,6.3,276
35000000,en,The Best Little Whorehouse in Texas,4.189378,1982-07-23,69701637,114,Released,With Burt and Dolly this much fun just couldn't be legal!,5.9,41
15000000,en,eXistenZ,21.928025,1999-04-14,2856712,97,Released,Play it. Live it. Kill for it.,6.7,475
18000000,en,Raiders of the Lost Ark,68.159596,1981-06-12,389925971,115,Released,Indiana Jones - the new hero from the creators of JAWS and STAR WARS.,7.7,3854
18000000,en,Home Alone 2: Lost in New York,81.487685,1992-11-19,358991681,120,Released,He's up past his bedtime in the city that never sleeps.,6.3,2395
20000000,en,Close Encounters of the Third Kind,52.456505,1977-11-16,303788635,135,Released,We are not alone.,7.2,1098
38000000,en,Pulse,9.662715,2006-08-11,29907685,90,Released,You are now infected.,5.0,150
20000000,en,Beverly Hills Cop II,25.28436,1987-05-18,299965036,100,Released,,6.1,613
20000000,en,Bringing Down the House,8.351385,2003-03-07,132675402,105,Released,"Everything he needed to know about life, she learned in prison.",5.4,183
19000000,en,The Silence of the Lambs,18.174804,1991-02-01,272742922,119,Released,To enter the mind of a killer she must challenge the mind of a madman.,8.1,4443
20000000,en,Wayne's World,21.815122,1992-02-14,121697323,94,Released,You'll laugh. You'll cry. You'll hurl.,6.5,728
20000000,en,Jackass 3D,20.99174,2010-10-15,117224271,94,Released,Don't try this at home,6.4,428
20000000,en,Jaws 2,19.636044,1978-06-16,187884007,116,Released,Just when you thought it was safe to go back in the water...,5.9,406
20000000,en,Beverly Hills Chihuahua,12.25264,2008-10-03,149281606,91,Released,50% Warrior. 50% Lover. 100% Chihuahua.,4.9,209
13000000,en,The Conjuring,49.975409,2013-07-18,318000141,112,Released,Based on the true case files of the Warrens,7.4,3092
32000000,en,Are We There Yet?,13.590677,2005-01-20,97918663,95,Released,24 hours. 350 miles. His girlfriend's kids. What could possibly go wrong?,5.2,221
20000000,en,Tammy,21.657563,2014-07-02,100525432,97,Released,She hit the road. The road hit back.,5.0,500
35000000,en,School of Rock,43.057323,2003-10-03,131282949,108,Released,He just landed the gig of his life: 5th grade.,6.7,1414
18000000,en,Mortal Kombat,16.470895,1995-08-18,122195920,101,Released,Nothing In This World Has Prepared You For This.,5.4,442
37000000,en,White Chicks,28.703007,2004-06-23,113086475,109,Released,They're going deep undercover.,6.3,679
20000000,en,The Descendants,40.903931,2011-09-09,177243185,115,Released,The South Pacific ain't that terrific.,6.7,934
20000000,en,Holes,22.001408,2003-04-18,0,117,Released,Some secrets are too big to keep hidden.,6.7,383
0,en,The Last Song,23.139971,2010-03-31,0,107,Released,"A story about family, first love, second chances and the moment in life that lead you back home.",6.9,923
20000000,en,12 Years a Slave,95.9229,2013-10-18,187000000,134,Released,The extraordinary true story of Solomon Northup,7.9,3674
20000000,en,Drumline,4.748929,2002-12-13,57588485,118,Released,Half time is game time,6.2,116
20000000,en,Why Did I Get Married Too?,2.986286,2010-04-02,60072596,121,Released,Marriage is an institution they're committed to.,6.1,29
20000000,en,Edward Scissorhands,47.51363,1990-12-05,53000000,105,Released,His scars run deep.,7.5,3601
20000000,en,Me Before You,53.161905,2016-06-02,207945075,110,Released,#LiveBoldly,7.6,2562
0,en,Madea's Witness Protection,7.050951,2012-06-29,0,114,Released,"Believe it or not, they know too much.",5.9,52
1800000,en,The French Connection,15.978136,1971-10-09,41158757,104,Released,There are no rules and no holds barred when Popeye cuts loose!,7.4,422
20000000,en,Bad Moms,42.512296,2016-07-28,183936074,100,Released,Party like a mother.,6.3,1252
20000000,en,Date Movie,10.098722,2006-02-17,48548426,83,Released,An Unprotected Comedy,3.6,222
20000000,en,Return to Never Land,15.341196,2002-02-14,109862682,72,Released,The Classic Continues,6.1,290
20000000,en,Selma,29.023184,2014-12-25,66787908,127,Released,One dream can change the world.,7.4,817
20000000,en,The Jungle Book 2,19.819893,2003-02-07,135680000,72,Released,Feel the jungle beat,5.6,269
20000000,en,Boogeyman,11.62423,2005-02-04,67192859,89,Released,You thought it was just a story.,4.6,191
20000000,en,Premonition,22.049787,2007-02-08,84146832,96,Released,Reality is only a nightmare away,5.8,381
30000000,en,The Tigger Movie,9.829859,2000-02-11,45554533,77,Released,,6.3,143
20000000,en,Orphan,29.295801,2009-07-24,41596251,123,Released,Can you keep a secret?,6.7,1261
20000000,en,Max,14.136476,2015-06-26,43967255,111,Released,Best Friend. Hero. Marine.,6.8,276
20000000,en,Epic Movie,6.064638,2007-01-25,86865564,86,Released,We know it's big. We measured.,3.2,326
20000000,en,Spotlight,41.503588,2015-11-06,88346473,128,Released,Break the story. Break the silence.,7.8,2686
20000000,en,Lakeview Terrace,20.495749,2008-09-19,27640028,110,Released,What Could Be Safer Than Living Next to a Cop?,5.9,292
20000000,en,The Grudge 2,13.906944,2006-10-13,39143839,102,Released,"What Was Once Trapped, Will Now Be Unleashed",5.2,283
20000000,en,How Stella Got Her Groove Back,2.003047,1998-08-14,37672350,124,Released,Sometimes you have to break the rules to free your heart.,6.0,24
0,en,Bill & Ted's Bogus Journey,11.349664,1991-07-19,0,98,Released,Once... they made history. Now... they are history.,5.9,308
20000000,en,Man of the Year,11.203335,2006-10-09,41237648,115,Released,Elections are made to be broken.,5.8,129
20000000,en,The Black Hole,8.265317,1979-12-18,35841901,98,Released,A journey that begins where everything ends!,6.1,131
20000000,en,The American,18.632156,2010-08-31,65464324,104,Released,,5.8,481
20000000,en,Selena,6.92592,1997-03-21,60000000,127,Released,Discover the true story of one of America's brightest stars... that faded too soon.,7.0,114
20000000,en,Vampires Suck,17.165039,2010-08-18,80547866,82,Released,Some sagas just won't die.,4.2,315
25000000,en,Babel,25.785925,2006-09-08,135330182,143,Released,If You Want to be Understood...Listen,6.9,1055
19800000,en,This Is Where I Leave You,20.311684,2014-09-10,41296320,103,Released,Welcome Home. Get Uncomfortable.,6.5,505
20000000,en,Doubt,20.975165,2008-11-27,50907234,104,Released,"There is no evidence. There are no witnesses. But for one, there is no doubt.",7.0,435
32000000,en,Team America: World Police,26.509175,2004-10-10,50907422,98,Released,Putting The 'F' back in 'Freedom',6.6,660
20000000,en,Texas Chainsaw 3D,26.497025,2013-01-03,47241945,92,Released,Evil wears many faces.,5.3,465
0,en,Copycat,14.211699,1995-10-27,0,124,Released,"One man is copying the most notorious killers in history one at a time. Together, two women must stop him from killing again. Or they're next.",6.4,194
20000000,en,Scary Movie 5,36.819044,2013-04-11,78378744,86,Released,Evil is coming. Bring protection.,4.6,793
20000000,en,Paint Your Wagon,7.902536,1969-10-15,31678778,158,Released,Stake Your Claim To The Musical Goldmine of '69!,6.2,63
20000000,en,Milk,30.909699,2008-11-26,54586584,128,Released,Never Blend In.,7.1,612
20000000,en,Risen,16.663797,2016-02-19,46069568,107,Released,Witness the manhunt that changed the course of human history,5.7,295
35000000,en,Ghost Ship,27.724913,2002-10-25,68349884,91,Released,Sea Evil,5.3,531
19000000,en,A Very Harold & Kumar Christmas,17.971883,2011-11-04,35387212,108,Released,Christmas comes prematurely.,6.0,328
20000000,en,Wild Things,25.041992,1998-03-20,67200000,108,Released,They're dying to play with you.,6.3,444
0,en,The Stepfather,7.924428,2009-10-16,0,101,Released,Daddy's home.,5.4,167
20000000,en,The Debt,14.857884,2010-04-11,45636368,113,Released,Every secret comes with a price.,6.3,257
30000000,en,High Fidelity,23.982956,2000-03-17,47126295,113,Released,"A comedy about fear of commitment, hating your job, falling in love and other pop favorites.",7.0,628
20000000,en,One Missed Call,12.458131,2008-01-04,0,87,Released,What will it sound like when you die?,4.7,171
20000000,en,Eye for an Eye,3.996392,1996-01-12,0,101,Released,What do you do when justice fails?,5.8,63
20000000,en,The Bank Job,30.387754,2008-02-28,64822796,112,Released,,6.6,697
20000000,en,Eternal Sunshine of the Spotless Mind,56.481487,2004-03-19,72258126,108,Released,You can erase someone from your mind. Getting them out of your heart is another story.,7.9,3652
20000000,en,You Again,19.962713,2010-09-24,32005248,105,Released,What doesn't kill you... is going to marry your brother.,6.0,368
20000000,en,Street Kings,18.666876,2008-04-10,65569869,109,Released,Their city. Their rules. No prisoners.,6.3,363
20000000,en,The World's End,55.964605,2013-07-18,46089287,109,Released,Good food. Fine ales. Total Annihilation.,6.7,1778
0,en,Nancy Drew,5.0348,2007-06-15,0,99,Released,Small Town Girl. Big Time Adventure.,5.8,143
20000000,en,Daybreakers,28.019226,2009-01-06,51416464,98,Released,"In 2019, The Most Precious Natural Resource... Is Us.",6.0,634
20000000,en,She's Out of My League,16.176976,2010-03-11,49779728,104,Released,"When she's this hot, You get one shot.",5.9,525
20000000,en,Monte Carlo,17.237143,2011-07-01,17425000,109,Released,She's having the time of someone else's life.,6.0,593
9000000,en,Stay Alive,4.34503,2006-03-24,27105095,100,Released,You die in the game - you die for real.,5.3,155
0,en,Quigley Down Under,11.360997,1990-10-17,0,119,Released,There's a price on his head. A girl on his mind. And a twinkle in his eye.,6.5,119
20000000,en,Alpha and Omega,12.300789,2010-09-17,39300000,88,Released,A Pawsome 3D Adventure,5.3,124
20000000,en,The Covenant,15.804814,2006-09-08,37597471,97,Released,Only the power of Hell can help them.,5.2,288
0,en,Stick It,9.750557,2006-04-21,0,105,Released,The world of competitive gymnastics is about to be turned on its head.,6.3,148
40000000,en,Shorts,4.100942,2009-08-21,28972508,89,Released,Not So TALL Tales From The Director Of 'Spy Kids',5.1,44
20000000,en,To Die For,12.309715,1995-05-20,21284514,106,Released,All she wanted was a little attention.,6.7,175
20000000,en,Nerve,62.933899,2016-07-27,83707310,96,Released,Are you a watcher or a player?,7.1,2181
20000000,en,Appaloosa,16.074397,2008-09-12,20211394,115,Released,Feelings get you killed.,6.3,299
20000000,en,Vampires,17.016284,1998-04-15,0,108,Released,From the Master of Evil. Comes a New Breed of Terror,5.8,255
806948,en,Psycho,93.067866,1960-06-16,32000000,109,Released,The master of suspense moves his cameras into the icy blackness of the unexplored!,8.2,2320
20000000,en,My Best Friend's Girl,17.145287,2008-09-19,36620508,101,Released,It's funny what love can make you do...,5.4,220
20000000,en,Endless Love,27.256849,2014-02-12,34077920,103,Released,Say Goodbye to Innocence,6.7,542
20000000,en,Georgia Rule,7.878177,2007-05-11,0,113,Released,"In this family, attitude doesn't skip a generation.",5.6,130
20000000,en,Under the Rainbow,0.173964,1981-07-31,2297493,98,Released,Who knew so many little people would throw such a huge party?,4.9,7
20000000,en,Ladyhawke,14.370111,1985-03-27,18432000,121,Released,No force in Heaven will release them. No power on Earth can save them.,6.8,260
20000000,en,Simon Birch,11.090254,1998-09-11,18253415,114,Released,Destiny has big plans for little Simon Birch.,6.5,52
20000000,en,Reign Over Me,20.82778,2007-03-23,22222308,124,Released,Let in the unexpected.,7.1,334
15000000,en,Into the Wild,43.644978,2007-09-11,56255142,148,Released,Into the heart. Into the soul.,7.8,3045
20000000,en,School for Scoundrels,8.244324,2006-09-29,17807569,100,Released,Life's A Game. Learn How To Play.,5.6,111
20000000,en,Silent Hill: Revelation 3D,23.292761,2012-10-10,52302796,94,Released,This Halloween prepare for a 3D ride through hell.,5.0,432
19000000,en,From Dusk Till Dawn,64.181668,1996-01-19,25836616,108,Released,One night is all that stands between them and freedom. But it's going to be a hell of a night.,6.9,1603
0,en,Pooh's Heffalump Movie,9.03154,2005-02-11,0,68,Released,There's something new in the Hundred Acre Wood.,6.4,88
0,en,Home for the Holidays,4.031585,1995-11-02,17519169,103,Released,We'll do it every year..until we get it right,6.3,39
20000000,cn,功夫,13.658985,2004-02-10,100914445,99,Released,So many gangsters...so little time.,7.2,831
35000000,en,The Country Bears,6.908351,2002-07-26,0,88,Released,It's A Bear Getting The Family Together!,4.3,20
20000000,en,The Kite Runner,10.446722,2007-10-14,73276047,128,Released,There is a way to be good again.,7.3,394
20000000,en,21 Grams,32.243357,2003-09-06,60427839,124,Released,How much does life weigh?,7.2,918
20000000,en,Paparazzi,9.149089,2004-09-03,16605763,84,Released,One good shot deserves another.,5.8,52
20000000,en,A Guy Thing,5.596835,2003-01-17,17432163,101,Released,Boy meets girl. Boy meets girl's cousin.,5.3,83
0,en,Loser,5.214408,2000-07-21,0,98,Released,Dare to be different.,5.0,120
20000000,en,Capitalism: A Love Story,10.50098,2009-09-06,17436509,120,Released,"Ask not what your C.E.O. can do for you, but what you can do for your C.E.O.",7.0,167
20000000,en,The Greatest Story Ever Told,3.011205,1965-02-15,15473333,199,Released,,6.5,41
19500000,en,Secret in Their Eyes,15.012237,2015-10-14,34854990,111,Released,The truth lies in the most unexpected places.,6.2,336
25000000,en,Disaster Movie,16.238961,2008-08-29,14109284,87,Released,Your favorite movies are going to be destroyed.,3.0,240
20000000,en,Armored,15.21229,2009-12-04,22942221,88,Released,Who will be the last man standing?,5.5,208
20000000,en,The Man Who Knew Too Little,6.397042,1997-11-14,13801755,97,Released,"He’s on a mission so secret, even he doesn’t know about it.",6.5,125
20000000,en,What's Your Number?,19.220789,2011-09-30,30426096,106,Released,Ally's looking for the best ex of her life.,6.2,671
20000000,en,Lockout,35.232278,2012-04-12,32204030,95,Released,Take no prisoners.,5.8,715
40000000,en,Envy,9.842771,2004-04-30,0,99,Released,"Success didn’t go to his head, it went to his neighbor.",4.8,139
20000000,en,Crank: High Voltage,35.542809,2009-04-16,34560577,96,Released,"Stay Charged, Stay Alive!",5.9,861
0,en,Bullets Over Broadway,7.829295,1994-10-14,0,98,Released,,7.0,130
20000000,en,One Night with the King,3.476925,2006-10-13,13391174,123,Released,Feel The Touch Of Destiny,6.1,12
30000000,en,The Quiet American,5.133744,2002-11-22,27674124,101,Released,,6.4,81
20000000,en,The Weather Man,14.031377,2005-10-20,12482775,101,Released,Dave Spritz is about to take his best shot . . . at life,6.0,289
20000000,en,Undisputed,17.227376,2002-08-23,12398628,96,Released,Two Enemies ... The Mob ... The Ultimate Showdown.,6.1,139
0,en,Ghost Town,17.98817,2008-09-19,0,102,Released,He sees dead people... and they annoy him.,6.4,286
20000000,en,12 Rounds,15.66135,2009-03-19,17280326,108,Released,Survive all 12,5.7,220
20000000,en,Let Me In,19.705311,2010-10-01,24145613,116,Released,Innocence dies. Abby doesn't.,6.7,641
0,en,3 Ninjas Kick Back,2.645722,1994-05-06,0,93,Released,"Colt, Rocky and Tum Tum are back for bigger kicks in an all new adventure",4.5,48
0,en,Be Kind Rewind,17.662683,2008-01-20,0,102,Released,"You name it, we shoot it.",6.2,424
0,en,Mrs Henderson Presents,2.894154,2005-09-09,0,103,Released,,6.4,62
20000000,en,Triple 9,29.371987,2016-02-19,12639297,115,Released,The Code on the Street is Never Black & White,5.6,797
20000000,en,Deconstructing Harry,11.352693,1997-08-26,10686841,96,Released,Harry Block has written a best seller... bout his best friends... he revealed their deepest secrets... and they're not pleased... now Harry Block is going to Hell...,7.3,187
20000000,en,Three to Tango,7.553773,1999-10-22,0,98,Released,All's fair in the war of love.,5.4,62
20000000,en,Burnt,30.477114,2015-10-02,36606743,100,Released,Never underestimate a man with everything to lose.,6.3,950
20000000,en,We're No Angels,9.927018,1989-12-15,0,106,Released,Escaped convicts disguised as priests. It'll take a miracle to get away with this one.,5.6,105
20000000,en,Everyone Says I Love You,12.379781,1996-12-06,0,101,Released,,6.5,147
20000000,en,Death Sentence,12.643703,2007-08-31,16974459,105,Released,Protect what's yours.,6.5,297
21000000,en,Everybody's Fine,15.440465,2009-12-04,0,99,Released,Frank's travelling light but carrying excess baggage.,6.5,284
0,en,Superbabies: Baby Geniuses 2,5.886228,2004-08-27,9109322,88,Released,Meet the new generation of superheroes.,1.9,35
0,en,The Man,6.925645,2005-09-08,12382362,83,Released,One guy walks the walk. The other talks and talks.,5.4,133
20000000,en,Code Name: The Cleaner,9.36146,2007-01-05,10337477,84,Released,,4.7,78
20000000,en,Connie and Carla,6.102663,2004-04-16,11341016,98,Released,"When you follow your dream, there's no telling what you'll become.",6.4,24
8000000,en,Sweet Charity,0.709143,1969-01-01,20000000,149,Released,Love is what it's all about!,6.5,15
20000000,en,Inherent Vice,45.742217,2014-12-25,11110975,148,Released,"Under the paving stones, the beach!",6.5,833
0,en,Doogal,1.682839,2006-02-24,0,85,Released,Things are about to get hairy.,3.2,18
20000000,en,Battle of the Year,8.237336,2013-09-21,16549477,110,Released,The World is watching,5.9,88
20000000,en,An American Carol,2.605374,2008-10-03,7000000,83,Released,Laugh like you're country depends on it.,4.1,20
12000000,en,Machete Kills,29.072964,2013-09-12,15008161,107,Released,Trained to kill. Left for dead. Back for more.,5.3,631
22000000,en,Willard,1.322528,2003-03-14,0,100,Released,"When the cat's away, the rats will play.",5.8,82
0,en,Strange Wilderness,4.961306,2008-02-01,6575282,87,Released,This ain't March of the Penguins.,4.7,69
0,en,Topsy-Turvy,8.628519,1999-09-03,0,160,Released,Gilbert & Sullivan & So Much More,6.7,41
20000000,en,Little Boy,12.232048,2015-04-23,6420319,106,Released,Believe the impossible.,7.0,185
15000000,en,A Dangerous Method,27.133277,2011-09-30,27462041,99,Released,Why deny what you desire the most.,6.2,571
8700000,en,A Scanner Darkly,26.093043,2006-05-25,7659918,100,Released,Everything Is Not Going To Be OK,6.8,532
0,en,Chasing Mavericks,13.621201,2012-10-25,0,117,Released,Legends Start Somewhere,7.0,216
20000000,en,Alone in the Dark,9.292987,2005-01-28,10442808,96,Released,Can mankind defeat the army of darkness unleashed by an ancient evil cult?,3.1,173
20000000,en,Bandslam,7.716606,2009-08-06,5210988,111,Released,Band Together,5.4,126
20000000,en,Birth,7.698075,2004-09-08,0,100,Released,Be careful what you wish for.,5.9,179
20000000,en,A Most Violent Year,37.629309,2014-12-30,12007070,125,Released,The result is never in question. Just the path you take to get there.,6.5,546
0,en,Passchendaele,2.405911,2008-10-17,0,114,Released,,6.3,26
0,en,Flash of Genius,3.350297,2008-09-07,0,119,Released,"Corporations have time, money, and power on their side. All Bob Kearns had was the truth.",6.3,59
20000000,en,I'm Not There.,13.032308,2007-10-01,4001121,135,Released,All I Can Do Is Be Me Whoever That Is,6.6,195
20000000,en,The Cold Light of Day,15.131867,2012-04-04,16863583,93,Released,Be careful who you trust.,4.8,271
20000000,en,The Brothers Bloom,10.218307,2008-09-09,5530764,114,Released,They'd never let the truth come between them.,6.8,203
21000000,en,"Synecdoche, New York",12.761176,2008-10-24,0,124,Released,,7.4,278
26500000,ja,もののけ姫,60.732738,1997-07-12,159375308,134,Released,The Fate Of The World Rests On The Courage Of One Warrior.,8.2,1983
0,fr,Bon voyage,0.49446,2003-04-16,0,114,Released,,5.7,20
0,en,Can't Stop the Music,6.574285,1980-06-20,0,124,Released,The Musical Comedy Smash of the 80's!,4.9,9
2000000,en,The Proposition,14.617944,2005-10-06,5048693,104,Released,This land will be civilized.,7.1,218
20000000,en,My All American,3.102987,2015-11-13,0,118,Released,Hope never quits,6.8,36
20000000,en,Marci X,5.65327,2003-08-22,1675706,84,Released,Uptown Gets Down.,3.3,12
20000000,en,Equilibrium,44.566609,2002-12-06,5359645,107,Released,"In a future where freedom is outlawed, outlaws will become heroes.",6.9,1552
40000000,zh,黃石的孩子,8.978408,2008-07-03,7400000,125,Released,"War made them orphans, one man made them legends",6.5,52
0,en,The Yards,10.150993,2000-04-27,0,115,Released,He's the target of the most merciless family in New York. His own.,6.0,97
0,en,The Oogieloves in the Big Balloon Adventure,0.28576,2012-08-29,0,88,Released,,2.2,8
10000000,en,By the Sea,11.267676,2015-11-12,3727746,122,Released,,5.4,156
20000000,ja,Steamboy,9.129808,2004-07-17,0,126,Released,He will save the future.,6.4,102
0,en,The Game of Their Lives,2.013405,2005-01-01,0,101,Released,,5.8,14
0,en,All Good Things,20.086645,2010-12-03,0,101,Released,The perfect love story. Until it became the perfect crime.,5.9,286
20000000,en,Rapa Nui,3.581906,1994-09-09,305070,107,Released,,6.2,33
0,cn,長江七號,12.373248,2008-01-30,47301471,86,Released,It's out of this world.,6.1,107
0,fr,Les Visiteurs 2 : Les Couloirs du temps,12.283025,1998-02-11,0,118,Released,They come back!,5.8,221
20000000,en,Dylan Dog: Dead of Night,10.617236,2011-03-16,4634062,107,Released,No pulse? No problem,4.5,139
20000000,en,People I Know,6.377308,2002-11-21,0,100,Released,,5.5,48
20000000,en,The Tempest,3.620537,2010-12-10,346594,110,Released,,6.0,31
0,en,Regression,27.215666,2015-10-01,17671101,106,Released,Fear always finds its victim,5.3,585
0,en,三国之见龙卸甲,4.127155,2008-04-03,0,102,Released,,6.6,35
20000000,en,Butterfly on a Wheel,13.118983,2007-07-27,0,95,Released,Lives will be broken,6.3,130
20000000,en,Zambezia,14.182301,2012-06-05,0,83,Released,Airborne to be wild.,5.3,68
0,ta,ராமானுஜன்,0.416179,2014-07-11,0,170,Released,,5.0,3
0,en,Dwegons,0.485405,2014-01-24,0,98,Released,,0.5,1
20000000,en,Hands of Stone,7.444189,2016-08-26,0,105,Released,No más. No surrender.,6.1,109
20000000,en,Survivor,33.625477,2015-05-21,0,96,Released,His Next Target is Now Hunting Him,5.4,404
27220000,en,The Frozen Ground,28.060472,2013-07-18,5496951,105,Released,The hunter becomes the hunted,6.1,465
19400000,en,The Painted Veil,20.746932,2006-12-09,0,125,Released,Sometimes the greatest journey is the distance between two people.,7.1,312
27000000,de,Der Baader Meinhof Komplex,7.727035,2008-09-24,0,150,Released,,7.1,157
22000000,en,Dances with Wolves,45.707835,1990-11-09,424208848,181,Released,Inside everyone is a frontier waiting to be discovered.,7.6,1046
20000000,en,Bad Teacher,28.497242,2011-05-16,216197492,92,Released,She doesn't give an F.,5.4,1584
19000000,en,Sea of Love,11.47316,1989-09-15,110879513,113,Released,Deception is dangerous. Desire is deadly.,6.7,141
19000000,en,A Cinderella Story,25.28132,2004-07-10,70067909,95,Released,Once upon a time... can happen any time.,6.1,713
14000000,en,Scream,45.99611,1996-12-20,173046663,111,Released,Someone has taken their love of scary movies one step too far.,7.0,1476
0,en,Thir13en Ghosts,20.392858,2001-10-26,0,91,Released,"There are ghosts around us all the time. Most of them don't want to hurt us. But, there are exceptions...",5.4,440
19000000,en,The Shining,78.699993,1980-05-22,44017374,144,Released,A masterpiece of modern horror.,8.1,3757
19000000,en,Back to the Future,76.603233,1985-07-03,381109762,116,Released,He's the only kid ever to get into trouble before he was born.,8.0,6079
19000000,en,House on Haunted Hill,13.664614,1999-10-29,40846082,93,Released,Evil loves to party.,5.5,209
0,en,I Can Do Bad All By Myself,2.242809,2009-09-11,0,113,Released,,6.0,40
27000000,en,Fight Valley,1.224105,2016-07-22,0,90,Released,One way in. No way out.,3.9,8
19000000,en,The Switch,27.494037,2010-05-11,49830607,101,Released,The most unexpected comedy ever conceived.,5.9,583
18000000,en,Just Married,18.47518,2003-01-09,101564935,95,Released,Welcome to the honeymoon from hell.,5.3,404
19100000,en,The Devil's Double,10.559414,2011-02-11,5728213,109,Released,"The 80's were brilliant, if you were in charge.",6.5,208
0,en,Thomas and the Magic Railroad,1.916351,2000-07-26,0,85,Released,Little Engines CAN Do Big Things...,4.6,8
20000000,en,The Crazies,28.867568,2010-02-26,54956140,101,Released,Fear Thy Neighbor,6.2,633
15000000,ja,千と千尋の神隠し,118.968562,2001-07-20,274925095,125,Released,The tunnel led Chihiro to a mysterious town...,8.3,3840
0,zh,風暴,3.376967,2013-12-12,0,110,Released,,5.9,43
25000000,en,The Bounty,7.436491,1984-05-04,8613462,132,Released,"After 200 years, the truth behind the legend.",6.5,108
0,en,The Book Thief,57.84156,2013-11-08,76586316,131,Released,Courage beyond words.,7.4,1486
19000000,en,Sex Drive,17.952817,2008-10-16,18755936,109,Released,He's leaving virgin territory,6.0,342
19000000,en,Leap Year,21.959742,2010-01-08,29922472,100,Released,Anna planned to propose to her boyfriend on February 29th. This is not her boyfriend.,6.4,465
19000000,en,The Fall of the Roman Empire,4.229942,1964-03-24,4750000,188,Released,The Most Magnificent Re-Creation . . . Of An Ancient Empire . . . Launches A New Epoch In Motion Pictures . . .,6.0,33
19000000,en,Take Me Home Tonight,11.766564,2011-03-04,6928068,97,Released,Best. Night. Ever.,6.2,208
0,en,Won't Back Down,2.366251,2012-09-28,5310554,121,Released,If you can't beat the system... change it,5.8,40
19000000,en,The Nutcracker,0.068228,1993-11-24,2119994,93,Released,The joy of the New York City Ballet in an exciting family holiday motion picture.,5.6,5
18000000,en,Kansas City,5.380733,1996-08-16,0,116,Released,"Kansas City, 1934. Anything could happen here. One night it did.",6.1,12
0,en,Indignation,5.625989,2016-07-29,0,110,Released,Based on the novel by Philip Roth.,6.8,69
19000000,en,The Amityville Horror,30.205943,2005-04-15,108047131,90,Released,What happened over the next 28 days has never been explained.,6.0,588
